scenario_id,replication,random_seed,lambda_walkin,num_cooks,num_packers,arrival_breakdown,arrival_total,balk_count,cost_waste,no_seat_count,queue_breakdown,queue_lengths,renege_count,throughput_breakdown,throughput_total,time_simulated,total_labour_costs,total_penalties,total_profit,total_sales_price,util_BUSSER,util_CASHIER,util_COOK,util_DRIVE_THRU,util_ESPRESSO,util_PACKER,wait_DRIVE_THRU_avg,wait_DRIVE_THRU_p90,wait_MOBILE_avg,wait_MOBILE_p90,wait_WALK_IN_avg,wait_WALK_IN_p90,waste_items
9,5,5,20,5,1,"{'WALK_IN': 350, 'DRIVE_THRU': 247, 'MOBILE': 163}",760,2,150.75,0,"{'Walkin queue': 86, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 175}",261,180,"{'WALK_IN': 235, 'DRIVE_THRU': 182, 'MOBILE': 29}",446,480.1213239233311,1296.327574592994,5.494999999999999,1510.927425407006,2963.5,0.8300213655736494,0.9445086272172731,0.2705269912383993,0.5658371541884237,0.09766239267009393,0.9787247789097665,39.33336224853105,56.61219811494538,11.327266107357069,14.04328447335797,97.9428789599311,149.60040592098744,52
10,1,1,30,5,1,"{'WALK_IN': 371, 'DRIVE_THRU': 252, 'MOBILE': 129}",752,0,95.85000000000001,0,"{'Walkin queue': 82, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 218}",300,163,"{'WALK_IN': 242, 'DRIVE_THRU': 177, 'MOBILE': 3}",422,480.1359324166119,1296.3670175248521,7.385,1793.897982475148,3193.5,0.8938041922692239,0.9770518236553297,0.33808647470129255,0.5191802106230824,0.10195723572672873,0.9557702953149775,61.62841183636605,97.81925608157636,7.1398171044831455,7.63818382057269,93.70183211651604,142.04243320214974,23
10,2,2,30,5,1,"{'WALK_IN': 371, 'DRIVE_THRU': 270, 'MOBILE': 156}",797,0,40.5,0,"{'Walkin queue': 76, 'Drive-thru queue': 0, 'Kitchen queue': 25, 'Packing queue': 242}",343,178,"{'WALK_IN': 220, 'DRIVE_THRU': 195, 'MOBILE': 0}",415,480.19124900202905,1296.5163723054786,18.095000000000006,1561.3886276945213,2916.5,0.7570456140459068,0.9564671303488719,0.4210905098151103,0.5787070777782184,0.09968531675429187,0.9786897120297869,61.4654364245981,95.82349919020952,0,0,118.55422778086223,174.6759278231221,10
10,3,3,30,5,1,"{'WALK_IN': 375, 'DRIVE_THRU': 271, 'MOBILE': 148}",794,5,131.85,0,"{'Walkin queue': 98, 'Drive-thru queue': 0, 'Kitchen queue': 16, 'Packing queue': 216}",330,187,"{'WALK_IN': 239, 'DRIVE_THRU': 203, 'MOBILE': 0}",442,480.59345520695217,1297.602329058771,10.5,1770.0476709412292,3210.0,0.8690765932785972,1.0076752883327107,0.35937986321501003,0.5767466698968906,0.11385284594721146,0.9957866955783533,43.98529690304284,68.31920027485202,0,0,109.4241452431706,164.67671280156446,30
10,4,4,30,5,1,"{'WALK_IN': 393, 'DRIVE_THRU': 230, 'MOBILE': 158}",781,0,139.5,0,"{'Walkin queue': 104, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 185}",289,188,"{'WALK_IN': 259, 'DRIVE_THRU': 180, 'MOBILE': 17}",456,480.3575801306054,1296.9654663526346,4.585,1592.9495336473653,3034.0,0.9533419846573932,0.9805771484873552,0.28086888515298153,0.5788121418350016,0.10385629657433904,0.9893855194905818,28.381216136494384,44.946150699821985,10.515605805058907,16.493102946189886,82.5392728721443,127.85665499676489,41
10,5,5,30,5,1,"{'WALK_IN': 365, 'DRIVE_THRU': 269, 'MOBILE': 144}",778,2,120.30000000000001,0,"{'Walkin queue': 77, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 269}",346,178,"{'WALK_IN': 224, 'DRIVE_THRU': 174, 'MOBILE': 1}",399,480.1221458022382,1296.3297936660433,1.225,1114.6452063339566,2532.5,0.8794226300579353,0.9452757261255269,0.25288890630866057,0.6866397725506973,0.11457536660651822,0.9947059283365867,64.64823139234322,105.42905828834164,16.494288340243713,16.494288340243713,100.45810682687024,159.10664588323266,35
11,1,1,20,5,2,"{'WALK_IN': 367, 'DRIVE_THRU': 281, 'MOBILE': 137}",785,0,246.6,0,"{'Walkin queue': 93, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 6}",99,101,"{'WALK_IN': 270, 'DRIVE_THRU': 239, 'MOBILE': 82}",591,480.08837236860694,1440.2651171058208,6.2299999999999995,2601.404882894179,4294.5,0.9372336023460462,0.9348629852651924,0.3235962305517295,0.6074112644751942,0.11493971435361006,0.6360773887241151,15.888043529117907,24.441315490464554,10.158435615582354,15.664548919293521,89.69114674552945,122.97566665790382,84
11,2,2,20,5,2,"{'WALK_IN': 349, 'DRIVE_THRU': 237, 'MOBILE': 169}",755,5,255.6,0,"{'Walkin queue': 81, 'Drive-thru queue': 0, 'Kitchen queue': 3, 'Packing queue': 0}",84,86,"{'WALK_IN': 266, 'DRIVE_THRU': 205, 'MOBILE': 121}",592,480.03862155798646,1440.1158646739595,2.625,2298.1591353260405,3996.5,0.8922236194792282,0.9234940209901056,0.28191773680160354,0.49368264939153966,0.09917425287585557,0.6579027706883867,12.461157498108017,22.913913734769288,9.432213297103779,15.195942936624476,64.01971820811049,103.42597439569485,79
11,3,3,20,5,2,"{'WALK_IN': 330, 'DRIVE_THRU': 281, 'MOBILE': 153}",764,12,232.79999999999998,0,"{'Walkin queue': 52, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 0}",52,100,"{'WALK_IN': 279, 'DRIVE_THRU': 225, 'MOBILE': 113}",617,480.42479260964467,1441.2743778289341,9.800000000000002,2630.6256221710655,4314.5,0.9107112566650621,0.9750195966956575,0.3087001202910192,0.5765768770204965,0.11683894564280642,0.6652443195515083,13.06714177604795,21.048426021958267,10.451416655132716,15.542148015984731,59.314904164687675,88.36064596234579,75
11,4,4,20,5,2,"{'WALK_IN': 375, 'DRIVE_THRU': 257, 'MOBILE': 133}",765,6,225.59999999999994,0,"{'Walkin queue': 87, 'Drive-thru queue': 0, 'Kitchen queue': 1, 'Packing queue': 0}",88,87,"{'WALK_IN': 284, 'DRIVE_THRU': 218, 'MOBILE': 88}",590,480.1500324799831,1440.4500974399493,7.665,2399.284902560051,4073.0,0.9205465510817432,0.9285501922029994,0.34172135419904714,0.5382208938404344,0.11388064551022888,0.6773455865932976,14.197817333939296,27.155419637423666,9.324208091370851,15.10782926271691,73.65887975682244,116.1347748052697,72
11,5,5,20,5,2,"{'WALK_IN': 337, 'DRIVE_THRU': 249, 'MOBILE': 139}",725,7,236.24999999999997,0,"{'Walkin queue': 45, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 1}",46,95,"{'WALK_IN': 291, 'DRIVE_THRU': 201, 'MOBILE': 98}",590,480.15520341896286,1440.4656102568888,8.995000000000001,2385.2893897431113,4071.0,0.9205125994694171,0.9378273589547881,0.30341829549523003,0.5452357827318646,0.08589172775827048,0.6767039825576193,14.319279076488586,25.237696003824965,10.146910231028034,15.531093457191465,58.42846820788251,94.84938721250472,75
12,1,1,30,5,2,"{'WALK_IN': 360, 'DRIVE_THRU': 231, 'MOBILE': 141}",732,8,263.7,0,"{'Walkin queue': 72, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 2}",74,116,"{'WALK_IN': 284, 'DRIVE_THRU': 182, 'MOBILE': 77}",543,480.02858120288994,1440.0857436086699,11.095000000000002,2387.1192563913305,4102.0,0.9220234974622264,0.9358643533919027,0.3544668400851451,0.4819470581603263,0.09390971720618126,0.6647548979599591,12.88007383858306,22.1154294526763,9.792308571662474,15.96602447353008,53.47401108996394,84.078722509646,95
12,2,2,30,5,2,"{'WALK_IN': 366, 'DRIVE_THRU': 266, 'MOBILE': 149}",781,11,237.6,0,"{'Walkin queue': 72, 'Drive-thru queue': 0, 'Kitchen queue': 23, 'Packing queue': 0}",95,99,"{'WALK_IN': 285, 'DRIVE_THRU': 209, 'MOBILE': 105}",599,480.2069519389946,1440.620855816984,13.404999999999998,2498.3741441830157,4190.0,0.9369150521654415,0.9676413915896995,0.34412570927074837,0.5206088343771923,0.10376592903023274,0.6613284830484639,13.24779282173238,22.3209693946087,9.834947737799455,14.510666797776501,52.49112226101587,85.03854343462503,65
12,3,3,30,5,2,"{'WALK_IN': 319, 'DRIVE_THRU': 292, 'MOBILE': 157}",768,7,252.45,0,"{'Walkin queue': 33, 'Drive-thru queue': 0, 'Kitchen queue': 17, 'Packing queue': 0}",50,116,"{'WALK_IN': 293, 'DRIVE_THRU': 239, 'MOBILE': 90}",622,480.2353050769218,1440.7059152307656,22.365000000000006,2750.9790847692348,4466.5,0.9158021650041852,0.9907967455800398,0.3752216274984201,0.594528887630881,0.11045828044214602,0.6143620347791378,16.9598730623967,26.142859105642227,12.002277985419447,16.186522105558158,42.117064660027715,70.30410263558994,76
12,4,4,30,5,2,"{'WALK_IN': 382, 'DRIVE_THRU': 244, 'MOBILE': 139}",765,3,181.05,0,"{'Walkin queue': 82, 'Drive-thru queue': 0, 'Kitchen queue': 1, 'Packing queue': 0}",83,68,"{'WALK_IN': 302, 'DRIVE_THRU': 203, 'MOBILE': 119}",624,480.4928726765641,1441.4786180296924,3.78,2740.1913819703072,4366.5,0.924498091069943,0.98042619526261,0.3134279180051353,0.5574810817512241,0.11394490064742643,0.6820133630340538,14.61171250258723,25.21449093144495,10.556003242483493,15.750595079438927,56.440240126702186,90.49036446181971,56
12,5,5,30,5,2,"{'WALK_IN': 384, 'DRIVE_THRU': 275, 'MOBILE': 144}",803,2,147.45,0,"{'Walkin queue': 99, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 0}",99,92,"{'WALK_IN': 289, 'DRIVE_THRU': 241, 'MOBILE': 88}",618,480.13233262752243,1440.3969978825673,17.499999999999993,2939.653002117433,4545.0,0.91708222503729,1.0036072695100475,0.31652240499689843,0.5782819921615416,0.10199015220188556,0.6784961739091255,16.459527103977948,30.742907992709064,9.053600544095863,14.622409453059463,85.31025265270976,117.92648620380635,58
