scenario_id,replication,random_seed,num_cooks,num_packers,arrival_breakdown,arrival_total,balk_count,cost_waste,lambda_walkin,no_seat_count,queue_breakdown,queue_lengths,renege_count,throughput_breakdown,throughput_total,time_simulated,total_profit,total_sales_price,util_BUSSER,util_CASHIER,util_COOK,util_DRIVE_THRU,util_ESPRESSO,util_PACKER,wait_DRIVE_THRU_avg,wait_DRIVE_THRU_p95,wait_MOBILE_avg,wait_MOBILE_p95,wait_WALK_IN_avg,wait_WALK_IN_p95,waste_items
10,3,3,5,1,"{'WALK_IN': 243, 'DRIVE_THRU': 314, 'MOBILE': 179}",736,0,244.79999999999998,30,0,"{'CASHIER': 6, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 14}",20,104,"{'WALK_IN': 233, 'DRIVE_THRU': 151, 'MOBILE': 70}",454,480.1824704944347,3033.7,3278.5,0.7877257805943277,0.733301694469435,0.2894627616618314,0.2968073351559962,0.32113895169018003,0.9925896637625125,19.46788971746183,31.84111476534821,12.237553620812248,16.47524814078551,21.04317636903074,30.134977562478284,104
10,4,4,5,1,"{'WALK_IN': 250, 'DRIVE_THRU': 366, 'MOBILE': 158}",774,0,211.79999999999998,30,0,"{'CASHIER': 1, 'DRIVE_THRU': 2, 'KITCHEN': 5, 'PACKING': 16}",24,101,"{'WALK_IN': 238, 'DRIVE_THRU': 176, 'MOBILE': 52}",466,480.0874083619795,3133.7,3345.5,0.8924348861878653,0.7453443215605995,0.2409215183318976,0.39415832614264595,0.34320612268731737,0.9728329419439159,20.242158398635365,34.67000986030483,12.478260689588506,16.497758664753636,23.749511114429403,35.68002205224732,96
10,5,5,5,1,"{'WALK_IN': 272, 'DRIVE_THRU': 306, 'MOBILE': 184}",762,0,318.29999999999995,30,0,"{'CASHIER': 6, 'DRIVE_THRU': 0, 'KITCHEN': 11, 'PACKING': 5}",22,146,"{'WALK_IN': 267, 'DRIVE_THRU': 142, 'MOBILE': 32}",441,480.0008572671755,2888.2,3206.5,0.941860920029687,0.8187021040259822,0.2789636394653266,0.32714313341344137,0.29994957839134356,0.987938734331871,20.227941545648584,29.90687795050281,14.466687027625571,17.175724278245852,27.640649172837414,44.107576101695905,132
11,1,1,5,2,"{'WALK_IN': 158, 'DRIVE_THRU': 314, 'MOBILE': 148}",620,0,6.75,20,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 2, 'PACKING': 0}",2,2,"{'WALK_IN': 156, 'DRIVE_THRU': 154, 'MOBILE': 146}",456,480.1705694884768,3338.75,3345.5,0.6462815060942985,0.5408838765572583,0.19277120814850382,0.3180421570259062,0.30611143904451854,0.4580958707358483,6.518198870306998,14.562893202931274,7.2558654571904855,14.072388052630103,9.636553837254898,20.388628821449515,2
11,2,2,5,2,"{'WALK_IN': 160, 'DRIVE_THRU': 322, 'MOBILE': 167}",649,0,66.3,20,0,"{'CASHIER': 1, 'DRIVE_THRU': 0, 'KITCHEN': 4, 'PACKING': 0}",5,12,"{'WALK_IN': 156, 'DRIVE_THRU': 159, 'MOBILE': 151}",466,480.55984781597925,3267.2,3333.5,0.6172188626600638,0.5192490687275635,0.21434637355514657,0.3412777821451389,0.2773351487008977,0.44670504211238843,6.9948140899844375,16.2177185147053,7.1073185895974476,14.20811141359026,8.97215899690857,17.856672147182636,12
11,3,3,5,2,"{'WALK_IN': 188, 'DRIVE_THRU': 296, 'MOBILE': 155}",639,0,44.25,20,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 0}",0,13,"{'WALK_IN': 186, 'DRIVE_THRU': 148, 'MOBILE': 140}",474,480.4110441144541,3366.75,3411.0,0.6517370008184824,0.6553171769677494,0.2362786374215112,0.321704583004366,0.21896373075204542,0.5076893792025875,8.026659605567605,18.147430504325147,7.192374806497243,13.547803702574855,10.509188233958607,22.15875286600464,10
11,4,4,5,2,"{'WALK_IN': 174, 'DRIVE_THRU': 296, 'MOBILE': 173}",643,0,48.15,20,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 2}",2,16,"{'WALK_IN': 170, 'DRIVE_THRU': 147, 'MOBILE': 155}",472,480.0205035371828,3397.85,3446.0,0.6831063134313766,0.5227399426258833,0.2211112000006422,0.30848439462100014,0.2897426435092078,0.4903686228036943,8.058233484515037,17.368902326265133,7.677026760691174,15.193531323590069,12.951281732175879,38.3549993425871,13
11,5,5,5,2,"{'WALK_IN': 159, 'DRIVE_THRU': 322, 'MOBILE': 149}",630,0,54.89999999999999,20,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 0}",0,11,"{'WALK_IN': 158, 'DRIVE_THRU': 160, 'MOBILE': 138}",456,480.7722441680283,3341.1,3396.0,0.6579018343710028,0.47415482485341015,0.23577654970427156,0.32205762823258083,0.27795296373773526,0.4629053211594753,7.968610873472992,19.65575452707807,8.171034786252914,14.214733457932772,8.952889326889673,18.827479319529765,11
12,1,1,5,2,"{'WALK_IN': 223, 'DRIVE_THRU': 322, 'MOBILE': 150}",695,0,45.75,30,0,"{'CASHIER': 1, 'DRIVE_THRU': 0, 'KITCHEN': 1, 'PACKING': 0}",2,8,"{'WALK_IN': 219, 'DRIVE_THRU': 160, 'MOBILE': 138}",517,480.07553535315503,3561.75,3607.5,0.8011646424497566,0.7113766931347326,0.17245821857602794,0.3568003008693177,0.29376705355909194,0.5203049796965693,7.110650779692724,14.17935796927033,7.4329794520732895,13.837771792669978,10.760894245911224,22.460892779183954,8
12,2,2,5,2,"{'WALK_IN': 218, 'DRIVE_THRU': 340, 'MOBILE': 186}",744,0,66.6,30,0,"{'CASHIER': 16, 'DRIVE_THRU': 0, 'KITCHEN': 12, 'PACKING': 0}",28,17,"{'WALK_IN': 209, 'DRIVE_THRU': 165, 'MOBILE': 162}",536,480.1602861010462,3478.4,3545.0,0.7870892481305095,0.7107352195841335,0.19866830002965027,0.3742224337819794,0.24840695662422116,0.5754134004141443,7.449952290684792,15.04922664680277,7.95732050221492,13.531694854328183,11.586207703467183,25.464856076533835,13
12,3,3,5,2,"{'WALK_IN': 228, 'DRIVE_THRU': 358, 'MOBILE': 149}",735,0,27.45,30,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 4, 'PACKING': 0}",4,5,"{'WALK_IN': 223, 'DRIVE_THRU': 179, 'MOBILE': 140}",542,480.0370825233489,3688.55,3716.0,0.7981923536617311,0.7191249133227515,0.22755925404387156,0.3571067437891597,0.3056438952101362,0.5542570442434882,7.145204253768642,13.980775190013572,7.331706229307011,14.162772451071891,11.458427044819318,25.1531920754334,5
12,4,4,5,2,"{'WALK_IN': 226, 'DRIVE_THRU': 322, 'MOBILE': 172}",720,0,49.949999999999996,30,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 3}",3,9,"{'WALK_IN': 221, 'DRIVE_THRU': 159, 'MOBILE': 163}",543,480.04960921077395,3823.05,3873.0,0.8139680210674408,0.7265381885891495,0.19061805809276772,0.3452354832538708,0.3368424628084057,0.5679292068878419,7.3517609004021445,13.79039369493574,8.249329842531168,14.635175302092174,14.097246987364109,31.377683887391697,9
12,5,5,5,2,"{'WALK_IN': 256, 'DRIVE_THRU': 321, 'MOBILE': 158}",735,0,57.0,30,0,"{'CASHIER': 1, 'DRIVE_THRU': 1, 'KITCHEN': 0, 'PACKING': 0}",2,13,"{'WALK_IN': 253, 'DRIVE_THRU': 158, 'MOBILE': 144}",555,480.07703193887124,3824.0,3881.0,0.8653517421901973,0.8702519948495419,0.19784484555976042,0.37117737829481073,0.3224115721157383,0.5715107712124706,9.514816961394661,18.162528924502993,8.421013308469286,13.905549723024787,20.67470679019126,41.831279541950444,10
1,1,1,3,1,"{'WALK_IN': 159, 'DRIVE_THRU': 360, 'MOBILE': 167}",686,0,151.35,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 16, 'PACKING': 2}",18,122,"{'WALK_IN': 155, 'DRIVE_THRU': 172, 'MOBILE': 34}",361,480.4158730449546,2507.65,2659.0,0.6287365521506655,0.5211030477631766,0.31887518319122193,0.38529110950877266,0.2821980734860673,0.736333388681312,21.309063514046407,36.586823262167684,13.14374285141944,17.215801641197366,23.07847046869602,40.69119152168108,61
1,2,2,3,1,"{'WALK_IN': 171, 'DRIVE_THRU': 275, 'MOBILE': 173}",619,0,146.85,,0,"{'CASHIER': 0, 'DRIVE_THRU': 1, 'KITCHEN': 9, 'PACKING': 3}",13,87,"{'WALK_IN': 166, 'DRIVE_THRU': 128, 'MOBILE': 82}",376,480.0277785173934,2569.65,2716.5,0.7855801620020634,0.5482546822510953,0.28805496059969066,0.29689085118313485,0.24401143822956486,0.8495713955377211,16.444286082753642,30.548041930073488,12.054065456168395,17.119361229870346,18.650339697881172,31.499460101828888,57
1,3,3,3,1,"{'WALK_IN': 146, 'DRIVE_THRU': 316, 'MOBILE': 155}",617,0,147.6,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 0}",0,77,"{'WALK_IN': 144, 'DRIVE_THRU': 156, 'MOBILE': 77}",377,480.0494614857829,2561.9,2709.5,0.6625126783109632,0.4468380374381661,0.29469696613668345,0.2949048100859621,0.2380830085337266,0.7320684098739467,17.545142602683555,29.970677402791168,11.415613037610871,16.776655746839324,17.649796636718577,28.453773062229526,46
1,4,4,3,1,"{'WALK_IN': 172, 'DRIVE_THRU': 322, 'MOBILE': 155}",649,0,169.50000000000006,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 15, 'PACKING': 1}",16,89,"{'WALK_IN': 162, 'DRIVE_THRU': 155, 'MOBILE': 60}",377,480.11435646763874,2512.5,2682.0,0.6631258359165852,0.5411211834014711,0.31642761775036704,0.2838000628200507,0.307780017339402,0.8037264238537125,17.991013742240327,27.782680561213176,13.728151914704354,17.288312238981963,19.83540206968077,29.0971243749551,62
1,5,5,3,1,"{'WALK_IN': 164, 'DRIVE_THRU': 316, 'MOBILE': 180}",660,0,185.54999999999998,,0,"{'CASHIER': 1, 'DRIVE_THRU': 0, 'KITCHEN': 13, 'PACKING': 9}",23,113,"{'WALK_IN': 154, 'DRIVE_THRU': 147, 'MOBILE': 62}",363,480.2044436818345,2326.95,2512.5,0.6783647925469294,0.5462875250395409,0.29488658325150285,0.3317355579108667,0.2340208896833726,0.8153708398055833,18.955100820845193,30.169273845974672,12.859442174095625,17.09234787140138,19.88310004273921,32.68376225694721,72
2,1,1,3,2,"{'WALK_IN': 140, 'DRIVE_THRU': 338, 'MOBILE': 159}",637,0,145.2,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 11, 'PACKING': 0}",11,52,"{'WALK_IN': 137, 'DRIVE_THRU': 164, 'MOBILE': 102}",403,480.0015782775105,2695.8,2841.0,0.5661019932019014,0.44505648200078535,0.3445580797977965,0.33291542435608673,0.23425052628672094,0.4598375076598179,14.600876555192071,24.330515941815147,11.692210394162126,16.390419858996008,14.578474707875488,24.750319244136534,39
2,2,2,3,2,"{'WALK_IN': 188, 'DRIVE_THRU': 316, 'MOBILE': 154}",658,0,44.25,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 20, 'PACKING': 0}",20,46,"{'WALK_IN': 177, 'DRIVE_THRU': 151, 'MOBILE': 104}",432,480.1779013444758,2885.75,2930.0,0.7069477203462076,0.6384416465802379,0.2230593128717113,0.33265784440828533,0.21655155326332223,0.48091287384354586,12.13793756439938,25.35726501005881,9.026496142771286,15.804520854796957,15.962443514130294,28.56256918078466,16
2,3,3,3,2,"{'WALK_IN': 163, 'DRIVE_THRU': 328, 'MOBILE': 163}",654,0,143.40000000000003,,0,"{'CASHIER': 1, 'DRIVE_THRU': 0, 'KITCHEN': 5, 'PACKING': 0}",6,57,"{'WALK_IN': 160, 'DRIVE_THRU': 162, 'MOBILE': 101}",423,480.36559689053274,2631.1,2774.5,0.7168248883775805,0.5001642398625263,0.27724130791910195,0.3250302593095356,0.2620519760680046,0.40640080388727956,13.27675914072811,22.356048807537093,10.060176542699008,16.20567769079048,15.23060263987828,29.756936843271315,34
2,4,4,3,2,"{'WALK_IN': 164, 'DRIVE_THRU': 342, 'MOBILE': 171}",677,0,101.70000000000002,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 11, 'PACKING': 0}",11,58,"{'WALK_IN': 162, 'DRIVE_THRU': 164, 'MOBILE': 107}",433,480.63160581768756,2860.3,2962.0,0.6628558758519727,0.46894262155009336,0.3143527062755952,0.35969270877304516,0.2943463269892816,0.447318923793789,16.13144878185121,26.78481240578484,11.790890613243342,16.404534843537817,17.635712184469497,28.15034028232142,35
2,5,5,3,2,"{'WALK_IN': 180, 'DRIVE_THRU': 304, 'MOBILE': 161}",645,0,128.10000000000002,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 16, 'PACKING': 0}",16,102,"{'WALK_IN': 170, 'DRIVE_THRU': 149, 'MOBILE': 54}",373,480.2463985127609,2689.9,2818.0,0.6481542933257022,0.5755905430961831,0.37767955817410237,0.33695412345834314,0.29001041623179435,0.37219363201359246,17.57773239093704,31.30732603196612,13.036975762649815,16.988852821512584,20.453154539081012,34.225320720246955,36
3,1,1,4,1,"{'WALK_IN': 155, 'DRIVE_THRU': 310, 'MOBILE': 162}",627,0,118.05000000000001,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 5, 'PACKING': 12}",17,35,"{'WALK_IN': 148, 'DRIVE_THRU': 144, 'MOBILE': 123}",415,480.0930522071608,2700.95,2819.0,0.6323608161449835,0.5140005069879137,0.26314573315490475,0.3016223533373269,0.2465948234261596,0.8621692434500235,11.667938972118542,21.986909154301543,9.491407068761662,15.948285657437776,12.983808974814206,24.133001810719733,31
3,2,2,4,1,"{'WALK_IN': 161, 'DRIVE_THRU': 324, 'MOBILE': 170}",655,0,181.20000000000002,,0,"{'CASHIER': 1, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 4}",5,62,"{'WALK_IN': 157, 'DRIVE_THRU': 160, 'MOBILE': 105}",422,480.3703422233025,2938.8,3120.0,0.632802694725176,0.4903928641626554,0.33987945033476064,0.3593788133562105,0.27027064465864026,0.9015388848965142,15.553921265345258,27.98230426178742,12.171897834844973,16.413848884862688,15.955917322373969,25.73512635927242,59
3,3,3,4,1,"{'WALK_IN': 157, 'DRIVE_THRU': 304, 'MOBILE': 163}",624,0,154.95000000000002,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 12, 'PACKING': 6}",18,48,"{'WALK_IN': 146, 'DRIVE_THRU': 149, 'MOBILE': 110}",405,480.263729393383,2631.05,2786.0,0.5068536428329581,0.5177913479484579,0.2350322047446504,0.324565101873753,0.2536143209545586,0.8513294771385529,12.491927300881745,23.38968788153015,9.952162926788116,15.658720550842437,15.958024092280683,28.20859703681832,45
3,4,4,4,1,"{'WALK_IN': 172, 'DRIVE_THRU': 292, 'MOBILE': 156}",620,0,104.39999999999999,,0,"{'CASHIER': 0, 'DRIVE_THRU': 2, 'KITCHEN': 1, 'PACKING': 8}",11,35,"{'WALK_IN': 166, 'DRIVE_THRU': 140, 'MOBILE': 116}",422,480.45920714044024,2897.6,3002.0,0.6292417881891638,0.5150691183053433,0.24254657789993508,0.31112142652865377,0.26877754709297824,0.8565846332030875,12.631614881331208,22.345468536504708,9.936571840195644,16.036079763274557,13.200815479068352,23.448592035995397,33
3,5,5,4,1,"{'WALK_IN': 167, 'DRIVE_THRU': 330, 'MOBILE': 147}",644,0,157.34999999999997,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 5}",5,43,"{'WALK_IN': 164, 'DRIVE_THRU': 163, 'MOBILE': 101}",428,480.0938250130355,2810.65,2968.0,0.6579655099012338,0.5540648869144701,0.26554169300433467,0.32752262637123125,0.2745291923863732,0.8705479272552066,13.773527283710434,25.155569208281694,10.908011139623557,16.47044581424379,14.937877791400508,24.625850847876315,41
4,1,1,4,2,"{'WALK_IN': 176, 'DRIVE_THRU': 374, 'MOBILE': 148}",698,0,49.65,,0,"{'CASHIER': 2, 'DRIVE_THRU': 0, 'KITCHEN': 2, 'PACKING': 0}",4,11,"{'WALK_IN': 174, 'DRIVE_THRU': 187, 'MOBILE': 135}",496,480.3370949428248,3426.85,3476.5,0.7385769018731146,0.5644630113914655,0.23043735772733712,0.44057155500050166,0.28011564177036696,0.5322687819297481,10.02067876379442,19.27554524732115,8.609412516022466,14.745996138847872,11.695004004351018,23.63393353236447,11
4,2,2,4,2,"{'WALK_IN': 168, 'DRIVE_THRU': 334, 'MOBILE': 158}",660,0,78.45,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 8, 'PACKING': 0}",8,23,"{'WALK_IN': 161, 'DRIVE_THRU': 165, 'MOBILE': 130}",456,480.03246704213365,3141.55,3220.0,0.6435893405745235,0.6599539505990154,0.2952722908003367,0.3632121654882629,0.2408535693372661,0.4646070841925818,11.000128967814092,21.139969423239442,8.909059797871933,15.596265887642456,13.829024695329112,26.302925327786866,18
4,3,3,4,2,"{'WALK_IN': 167, 'DRIVE_THRU': 296, 'MOBILE': 136}",599,0,32.4,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 0}",0,9,"{'WALK_IN': 164, 'DRIVE_THRU': 148, 'MOBILE': 123}",435,480.52426669870147,3004.1,3036.5,0.6533332864618399,0.5943915459557182,0.21017818884493114,0.23459157104692377,0.22155950373337532,0.46116181781246024,7.546668565859671,17.06934900982391,7.162171775813095,13.663064899742848,10.705354807507033,20.22860135933898,7
4,4,4,4,2,"{'WALK_IN': 147, 'DRIVE_THRU': 267, 'MOBILE': 170}",584,0,65.55,,0,"{'CASHIER': 0, 'DRIVE_THRU': 1, 'KITCHEN': 7, 'PACKING': 0}",8,15,"{'WALK_IN': 140, 'DRIVE_THRU': 128, 'MOBILE': 153}",421,480.2657590376206,3077.95,3143.5,0.5538180552483615,0.43602757732217157,0.29025820964023813,0.28985952501805784,0.261690958878682,0.4053713133240858,9.291341033314138,20.166739956932766,7.797488109482563,14.569733794059339,10.724881608236833,21.482287415806454,10
4,5,5,4,2,"{'WALK_IN': 184, 'DRIVE_THRU': 330, 'MOBILE': 155}",669,0,39.9,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 14, 'PACKING': 0}",14,17,"{'WALK_IN': 177, 'DRIVE_THRU': 156, 'MOBILE': 135}",468,480.97955662990563,3256.6,3296.5,0.7376974568242355,0.5985150960554686,0.2593426575314999,0.3243566910488375,0.2778674352530966,0.528445917473201,10.412365830429417,21.216350136214288,8.794026623424017,15.01064132093412,12.375893738777137,23.599925088274446,13
5,1,1,5,1,"{'WALK_IN': 167, 'DRIVE_THRU': 286, 'MOBILE': 140}",593,0,95.25000000000001,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 5, 'PACKING': 0}",5,28,"{'WALK_IN': 163, 'DRIVE_THRU': 137, 'MOBILE': 110}",410,480.14608274476404,2881.75,2977.0,0.512362477167016,0.5414448097441665,0.15762302078566837,0.2892775099597122,0.3459657636828333,0.862780173802457,13.18335805627522,24.79611286672347,9.785152765722337,16.056204368043694,14.161794955506045,26.226303243570438,25
5,2,2,5,1,"{'WALK_IN': 172, 'DRIVE_THRU': 334, 'MOBILE': 148}",654,0,167.85,,0,"{'CASHIER': 1, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 10}",11,65,"{'WALK_IN': 167, 'DRIVE_THRU': 164, 'MOBILE': 76}",407,480.1203152128054,2775.15,2943.0,0.6276855356667521,0.5645847470871005,0.21198083585710986,0.3027743422537018,0.30686587972045415,0.9520309113207114,17.285898563485066,30.153402918756345,11.939668646681094,16.613391981514237,19.621835596612794,32.79964625602439,64
5,3,3,5,1,"{'WALK_IN': 179, 'DRIVE_THRU': 316, 'MOBILE': 167}",662,0,194.25,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 0}",0,75,"{'WALK_IN': 177, 'DRIVE_THRU': 157, 'MOBILE': 91}",425,480.53812361931375,2840.75,3035.0,0.7312308532077385,0.5330702056206055,0.23322173696177984,0.34775694056783746,0.2591926780674177,0.9787307944488947,15.600817756864167,26.198110431842448,12.087982606679022,16.331759611157203,17.71840832800625,29.217678464452177,75
5,4,4,5,1,"{'WALK_IN': 158, 'DRIVE_THRU': 302, 'MOBILE': 181}",641,0,110.55000000000003,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 2, 'PACKING': 0}",2,42,"{'WALK_IN': 156, 'DRIVE_THRU': 149, 'MOBILE': 138}",443,480.71118613967997,2996.45,3107.0,0.6217177850238413,0.5232427914403303,0.20840850413419115,0.29177694847820923,0.2918234965945424,0.9116799383189689,12.96675610523758,22.835447646137094,11.820897175073746,16.614866919493817,16.11488766463992,28.646106400643916,42
5,5,5,5,1,"{'WALK_IN': 171, 'DRIVE_THRU': 314, 'MOBILE': 150}",635,0,124.50000000000001,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 1, 'PACKING': 8}",9,43,"{'WALK_IN': 168, 'DRIVE_THRU': 149, 'MOBILE': 104}",421,480.0028387490117,2674.5,2799.0,0.677117631873227,0.5429428762222218,0.16988355399544755,0.366586541820671,0.2537859506106448,0.9153675162420527,13.403976674766492,23.73639512088211,10.600411290722645,16.0077661830155,14.469268572582553,26.738585341021004,42
6,1,1,5,2,"{'WALK_IN': 158, 'DRIVE_THRU': 314, 'MOBILE': 148}",620,0,6.75,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 2, 'PACKING': 0}",2,2,"{'WALK_IN': 156, 'DRIVE_THRU': 154, 'MOBILE': 146}",456,480.1705694884768,3338.75,3345.5,0.6462815060942985,0.5408838765572583,0.19277120814850382,0.3180421570259062,0.30611143904451854,0.4580958707358483,6.518198870306998,14.562893202931274,7.2558654571904855,14.072388052630103,9.636553837254898,20.388628821449515,2
6,2,2,5,2,"{'WALK_IN': 160, 'DRIVE_THRU': 322, 'MOBILE': 167}",649,0,66.3,,0,"{'CASHIER': 1, 'DRIVE_THRU': 0, 'KITCHEN': 4, 'PACKING': 0}",5,12,"{'WALK_IN': 156, 'DRIVE_THRU': 159, 'MOBILE': 151}",466,480.55984781597925,3267.2,3333.5,0.6172188626600638,0.5192490687275635,0.21434637355514657,0.3412777821451389,0.2773351487008977,0.44670504211238843,6.9948140899844375,16.2177185147053,7.1073185895974476,14.20811141359026,8.97215899690857,17.856672147182636,12
6,3,3,5,2,"{'WALK_IN': 188, 'DRIVE_THRU': 296, 'MOBILE': 155}",639,0,44.25,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 0}",0,13,"{'WALK_IN': 186, 'DRIVE_THRU': 148, 'MOBILE': 140}",474,480.4110441144541,3366.75,3411.0,0.6517370008184824,0.6553171769677494,0.2362786374215112,0.321704583004366,0.21896373075204542,0.5076893792025875,8.026659605567605,18.147430504325147,7.192374806497243,13.547803702574855,10.509188233958607,22.15875286600464,10
6,4,4,5,2,"{'WALK_IN': 174, 'DRIVE_THRU': 296, 'MOBILE': 173}",643,0,48.15,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 2}",2,16,"{'WALK_IN': 170, 'DRIVE_THRU': 147, 'MOBILE': 155}",472,480.0205035371828,3397.85,3446.0,0.6831063134313766,0.5227399426258833,0.2211112000006422,0.30848439462100014,0.2897426435092078,0.4903686228036943,8.058233484515037,17.368902326265133,7.677026760691174,15.193531323590069,12.951281732175879,38.3549993425871,13
6,5,5,5,2,"{'WALK_IN': 159, 'DRIVE_THRU': 322, 'MOBILE': 149}",630,0,54.89999999999999,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 0}",0,11,"{'WALK_IN': 158, 'DRIVE_THRU': 160, 'MOBILE': 138}",456,480.7722441680283,3341.1,3396.0,0.6579018343710028,0.47415482485341015,0.23577654970427156,0.32205762823258083,0.27795296373773526,0.4629053211594753,7.968610873472992,19.65575452707807,8.171034786252914,14.214733457932772,8.952889326889673,18.827479319529765,11
7,1,1,6,1,"{'WALK_IN': 174, 'DRIVE_THRU': 310, 'MOBILE': 165}",649,0,101.85,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 1, 'PACKING': 11}",12,38,"{'WALK_IN': 166, 'DRIVE_THRU': 148, 'MOBILE': 126}",440,480.0297562175814,3277.65,3379.5,0.7368278241075125,0.5719196435677034,0.1870019201331192,0.32006462224359566,0.3758718570194424,0.8683741139314878,12.070470381193319,25.131686311991533,10.023335071691532,16.033788745335535,14.341199161357666,25.74953583739819,37
7,2,2,6,1,"{'WALK_IN': 174, 'DRIVE_THRU': 306, 'MOBILE': 153}",633,0,130.35,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 11}",11,48,"{'WALK_IN': 168, 'DRIVE_THRU': 147, 'MOBILE': 100}",415,480.07731736317066,2758.15,2888.5,0.7063246121254498,0.5763649025468139,0.16899849448968549,0.3519384087180932,0.2966434813268566,0.8650050276853241,12.680822266377058,23.814882123224116,10.491939249749235,16.211237442230416,14.916338309751078,29.49074953864316,45
7,3,3,6,1,"{'WALK_IN': 160, 'DRIVE_THRU': 324, 'MOBILE': 163}",647,0,109.8,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 6, 'PACKING': 12}",18,31,"{'WALK_IN': 152, 'DRIVE_THRU': 157, 'MOBILE': 124}",433,480.0652553951145,2918.2,3028.0,0.6487734112729099,0.5537512074121568,0.18533457181990068,0.3277221274193252,0.3049289402022385,0.8976998926633916,12.844532570788992,23.52576980803113,9.850263424506089,16.273944574892784,16.20431231354996,29.993054976447834,31
7,4,4,6,1,"{'WALK_IN': 154, 'DRIVE_THRU': 310, 'MOBILE': 150}",614,0,152.55,,0,"{'CASHIER': 0, 'DRIVE_THRU': 0, 'KITCHEN': 0, 'PACKING': 0}",0,52,"{'WALK_IN': 153, 'DRIVE_THRU': 154, 'MOBILE': 96}",403,480.69016411727443,2713.95,2866.5,0.5459565312475205,0.4325441702280975,0.1493518432985516,0.32907547076270827,0.2583308386860903,0.8957868457064598,13.254755444223774,24.787296852171913,10.292146142748434,17.167734243204336,14.828143628782705,29.070577188037365,52
7,5,5,6,1,"{'WALK_IN': 161, 'DRIVE_THRU': 308, 'MOBILE': 177}",646,0,120.15000000000002,,0,"{'CASHIER': 2, 'DRIVE_THRU': 0, 'KITCHEN': 1, 'PACKING': 16}",19,38,"{'WALK_IN': 155, 'DRIVE_THRU': 146, 'MOBILE': 133}",434,480.0554865184696,2699.35,2819.5,0.6245931045576257,0.5265732887151463,0.14043596312125897,0.36532542412730257,0.29232655174481637,0.9104724393054214,12.905464831956257,23.889012146962834,10.592728295971206,16.661579036276247,13.078714269699965,21.848409840315334,38
